genome_a,genome_b,species_a,species_b,mash_dist,n_shared,mtf_distance,random_mean
GCF_013357645.1,GCF_029990625.1,Vibrio cholerae,Vibrio vulnificus,0.21767,12,11,10.26
GCF_013357645.1,GCF_030062725.1,Vibrio cholerae,Vibrio cholerae,0.01761,18,17,16.26
GCF_013357645.1,GCF_030064615.2,Vibrio cholerae,Vibrio parahaemolyticus,0.23254,10,9,8.35
GCF_013357645.1,GCF_030580635.1,Vibrio cholerae,Vibrio metoecus,0.08523,14,13,12.43
GCF_013357645.1,GCF_030718725.1,Vibrio cholerae,Vibrio cholerae,0.01820,18,17,16.26
GCF_013357645.1,GCF_030718745.1,Vibrio cholerae,Vibrio cholerae,0.01820,18,17,16.26
GCF_013357645.1,GCF_030718765.1,Vibrio cholerae,Vibrio cholerae,0.01822,18,16,16.26
GCF_013357645.1,GCF_030718785.1,Vibrio cholerae,Vibrio cholerae,0.03542,25,23,23.14
GCF_013357645.1,GCF_032027525.2,Vibrio cholerae,Vibrio cholerae,0.01802,28,26,26.45
GCF_013357645.1,GCF_032463505.1,Vibrio cholerae,Vibrio alginolyticus,0.24221,10,9,8.35
GCF_013357645.1,GCF_032841475.3,Vibrio cholerae,Vibrio cholerae,0.01722,33,32,31.39
GCF_013357645.1,GCF_032841535.3,Vibrio cholerae,Vibrio cholerae,0.01993,14,13,12.43
GCF_013357645.1,GCF_033803245.2,Vibrio cholerae,Vibrio cholerae,0.03409,16,12,14.40
GCF_013357645.1,GCF_034008165.1,Vibrio cholerae,Vibrio cholerae,0.01886,18,16,16.26
GCF_013357645.1,GCF_034008175.1,Vibrio cholerae,Vibrio cholerae,0.01806,18,16,16.26
GCF_013357645.1,GCF_036553415.2,Vibrio cholerae,Vibrio mimicus,0.10782,16,15,14.40
GCF_013357645.1,GCF_037101305.1,Vibrio cholerae,Vibrio cholerae,0.02009,25,24,23.14
GCF_013357645.1,GCF_039602145.1,Vibrio cholerae,Vibrio cholerae,0.01909,20,19,18.30
GCF_013357645.1,GCF_039658525.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23254,11,10,9.41
GCF_013357645.1,GCF_040126105.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23254,11,10,9.41
GCF_013357645.1,GCF_040235185.1,Vibrio cholerae,Vibrio metschnikovii,0.22246,16,13,14.40
GCF_013357645.1,GCF_040412195.1,Vibrio cholerae,Vibrio cholerae,0.01844,17,16,15.42
GCF_013357645.1,GCF_040556435.1,Vibrio cholerae,Vibrio cholerae,0.01727,18,17,16.26
GCF_013357645.1,GCF_040588515.1,Vibrio cholerae,Vibrio metschnikovii,0.23254,14,11,12.43
GCF_013357645.1,GCF_040735825.1,Vibrio cholerae,Vibrio cholerae,0.01711,25,24,23.14
GCF_013357645.1,GCF_040805305.1,Vibrio cholerae,Vibrio cholerae,0.02013,12,11,10.26
GCF_013357645.1,GCF_040969975.1,Vibrio cholerae,Vibrio diabolicus,0.24070,12,10,10.26
GCF_013357645.1,GCF_041734175.1,Vibrio cholerae,Vibrio anguillarum,0.21953,12,11,10.26
GCF_013357645.1,GCF_041834225.2,Vibrio cholerae,Vibrio cholerae,0.01813,18,16,16.26
GCF_013357645.1,GCF_042604665.1,Vibrio cholerae,Vibrio cholerae,0.01884,20,19,18.30
GCF_013357645.1,GCF_042940635.1,Vibrio cholerae,Vibrio sp. NH-UV-68,0.23644,11,10,9.41
GCF_013357645.1,GCF_043754845.1,Vibrio cholerae,Vibrio cholerae,0.01780,19,18,17.29
GCF_013357645.1,GCF_043755855.1,Vibrio cholerae,Vibrio cholerae,0.01787,17,14,15.42
GCF_013357645.1,GCF_043756065.1,Vibrio cholerae,Vibrio cholerae,0.01765,17,14,15.42
GCF_013357645.1,GCF_043756335.1,Vibrio cholerae,Vibrio cholerae,0.01788,18,15,16.26
GCF_013357645.1,GCF_043757505.1,Vibrio cholerae,Vibrio cholerae,0.01788,17,14,15.42
GCF_013357645.1,GCF_043757815.1,Vibrio cholerae,Vibrio cholerae,0.01766,18,17,16.26
GCF_013357645.1,GCF_043758405.1,Vibrio cholerae,Vibrio cholerae,0.01783,17,14,15.42
GCF_013357645.1,GCF_043759795.1,Vibrio cholerae,Vibrio cholerae,0.01786,17,14,15.42
GCF_013357645.1,GCF_043760105.1,Vibrio cholerae,Vibrio cholerae,0.01790,18,17,16.26
GCF_013357645.1,GCF_043760675.1,Vibrio cholerae,Vibrio cholerae,0.01791,20,19,18.30
GCF_013357645.1,GCF_043762865.1,Vibrio cholerae,Vibrio cholerae,0.01793,18,17,16.26
GCF_013357645.1,GCF_043763295.1,Vibrio cholerae,Vibrio cholerae,0.01793,18,17,16.26
GCF_013357645.1,GCF_043763905.1,Vibrio cholerae,Vibrio cholerae,0.01786,18,16,16.26
GCF_013357645.1,GCF_043765735.1,Vibrio cholerae,Vibrio cholerae,0.01791,18,17,16.26
GCF_013357645.1,GCF_043766185.1,Vibrio cholerae,Vibrio cholerae,0.01764,17,14,15.42
GCF_013357645.1,GCF_043766955.1,Vibrio cholerae,Vibrio cholerae,0.01794,18,17,16.26
GCF_013357645.1,GCF_043769025.1,Vibrio cholerae,Vibrio cholerae,0.01748,17,14,15.42
GCF_013357645.1,GCF_044343075.1,Vibrio cholerae,Vibrio cholerae,0.01779,18,15,16.26
GCF_013357645.1,GCF_044343085.1,Vibrio cholerae,Vibrio cholerae,0.01775,18,15,16.26
GCF_013357645.1,GCF_044343165.1,Vibrio cholerae,Vibrio cholerae,0.01823,17,10,15.42
GCF_013357645.1,GCF_044784405.1,Vibrio cholerae,Vibrio cholerae,0.01781,17,14,15.42
GCF_013357645.1,GCF_044905045.1,Vibrio cholerae,Vibrio cholerae,0.01895,18,17,16.26
GCF_013357645.1,GCF_044905055.1,Vibrio cholerae,Vibrio cholerae,0.01882,17,14,15.42
GCF_013357645.1,GCF_045348105.1,Vibrio cholerae,Vibrio vulnificus,0.21859,12,11,10.26
GCF_013357645.1,GCF_045689275.1,Vibrio cholerae,Vibrio cholerae,0.01812,25,24,23.14
GCF_013357645.1,GCF_045689325.1,Vibrio cholerae,Vibrio cholerae V52,0.01779,21,17,19.45
GCF_013357645.1,GCF_046097525.1,Vibrio cholerae,Vibrio cholerae,0.01975,12,11,10.26
GCF_013357645.1,GCF_046736365.1,Vibrio cholerae,Vibrio cholerae C6706,0.01803,17,14,15.42
GCF_013357645.1,GCF_046850195.1,Vibrio cholerae,Vibrio aestuarianus subsp. francensis,0.22559,11,8,9.41
GCF_013357645.1,GCF_047221425.1,Vibrio cholerae,Vibrio cholerae,0.01866,12,8,10.26
GCF_013357645.1,GCF_047524955.2,Vibrio cholerae,Vibrio cholerae,0.01886,18,16,16.26
GCF_013357645.1,GCF_049315005.1,Vibrio cholerae,Vibrio anguillarum,0.21011,12,9,10.26
GCF_013357645.1,GCF_050500225.1,Vibrio cholerae,Vibrio cholerae,0.01815,18,17,16.26
GCF_013357645.1,GCF_051046905.1,Vibrio cholerae,Vibrio cholerae,0.01847,34,31,32.19
GCF_013357645.1,GCF_051352415.1,Vibrio cholerae,Vibrio cidicii,0.19333,14,13,12.43
GCF_013357645.1,GCF_051903285.1,Vibrio cholerae,Vibrio cholerae,0.01822,25,23,23.14
GCF_013357645.1,GCF_051903295.1,Vibrio cholerae,Vibrio cholerae,0.01823,26,24,24.22
GCF_013357645.1,GCF_052271875.1,Vibrio cholerae,Vibrio cholerae,0.01826,25,23,23.14
GCF_013357645.1,GCF_052545415.1,Vibrio cholerae,Vibrio cholerae,0.01676,23,22,21.19
GCF_013357645.1,GCF_052956585.1,Vibrio cholerae,Vibrio cholerae,0.01828,18,17,16.26
GCF_013357645.1,GCF_053202865.1,Vibrio cholerae,Vibrio cholerae,0.02069,22,21,20.38
GCF_013357645.1,GCF_053220475.1,Vibrio cholerae,Vibrio cholerae,0.01734,35,34,33.29
GCF_013357645.1,GCF_053220495.1,Vibrio cholerae,Vibrio cholerae,0.01876,31,29,29.41
GCF_013357645.1,GCF_053220515.1,Vibrio cholerae,Vibrio cholerae,0.01677,33,32,31.39
GCF_013357645.1,GCF_053220535.1,Vibrio cholerae,Vibrio cholerae,0.01818,24,23,22.24
GCF_013357645.1,GCF_053220555.1,Vibrio cholerae,Vibrio cholerae,0.01921,29,28,27.16
GCF_013357645.1,GCF_053220575.1,Vibrio cholerae,Vibrio cholerae,0.01921,29,28,27.16
GCF_013357645.1,GCF_053220585.1,Vibrio cholerae,Vibrio cholerae,0.01780,22,21,20.38
GCF_013357645.1,GCF_053220615.1,Vibrio cholerae,Vibrio cholerae,0.01820,29,27,27.16
GCF_013357645.1,GCF_053220635.1,Vibrio cholerae,Vibrio cholerae,0.01785,24,22,22.24
GCF_013357645.1,GCF_053220655.1,Vibrio cholerae,Vibrio cholerae,0.01791,33,32,31.39
GCF_013357645.1,GCF_053220675.1,Vibrio cholerae,Vibrio cholerae,0.01772,24,23,22.24
GCF_013357645.1,GCF_053220695.1,Vibrio cholerae,Vibrio cholerae,0.01802,21,20,19.45
GCF_013357645.1,GCF_053220715.1,Vibrio cholerae,Vibrio cholerae,0.01765,32,31,30.31
GCF_013357645.1,GCF_053294815.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23381,11,10,9.41
GCF_013357645.1,GCF_054111865.1,Vibrio cholerae,Vibrio diabolicus,0.24070,10,8,8.35
GCF_013357645.1,GCF_054112565.1,Vibrio cholerae,Vibrio metschnikovii,0.23254,14,12,12.43
GCF_013357645.1,GCF_054906185.1,Vibrio cholerae,Vibrio cholerae,0.01819,18,16,16.26
GCF_013357645.1,GCF_055389885.1,Vibrio cholerae,Vibrio cholerae,0.01819,17,16,15.42
GCF_013357645.1,GCF_055797365.1,Vibrio cholerae,Vibrio cholerae,0.02006,25,23,23.14
GCF_013357645.1,GCF_056770475.1,Vibrio cholerae,Vibrio cholerae,0.01887,18,17,16.26
GCF_013357645.1,GCF_056770485.1,Vibrio cholerae,Vibrio cholerae,0.01813,18,17,16.26
GCF_013357645.1,GCF_056770535.1,Vibrio cholerae,Vibrio cholerae,0.01916,18,17,16.26
GCF_013357645.1,GCF_056770545.1,Vibrio cholerae,Vibrio cholerae,0.01816,18,17,16.26
GCF_013357645.1,GCF_056770575.1,Vibrio cholerae,Vibrio cholerae,0.01813,18,17,16.26
GCF_013357645.1,GCF_058215515.1,Vibrio cholerae,Vibrio cholerae,0.01836,24,22,22.24
GCF_013357645.1,GCF_059941805.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23511,11,10,9.41
GCF_013357645.1,GCF_900185995.1,Vibrio cholerae,Vibrio cholerae,0.01846,22,21,20.38
GCF_013357645.1,GCF_900205735.1,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor str. N16961,0.01765,17,14,15.42
GCF_013357645.1,GCF_900324425.1,Vibrio cholerae,Vibrio cholerae,0.01819,22,21,20.38
GCF_013357645.1,GCF_900324435.1,Vibrio cholerae,Vibrio cholerae,0.03451,16,12,14.40
GCF_013357645.1,GCF_900324445.1,Vibrio cholerae,Vibrio cholerae,0.01819,22,21,20.38
GCF_013357645.1,GCF_900324455.1,Vibrio cholerae,Vibrio cholerae,0.01819,22,21,20.38
GCF_013357645.1,GCF_900538065.1,Vibrio cholerae,Vibrio paracholerae,0.03554,22,18,20.38
GCF_013357645.1,GCF_937000105.1,Vibrio cholerae,Vibrio cholerae,0.01887,18,17,16.26
GCF_013357665.1,GCF_013357685.1,Vibrio cholerae,Vibrio cholerae,0.01882,19,16,17.29
GCF_013357665.1,GCF_013357725.1,Vibrio cholerae,Vibrio cholerae,0.01778,19,17,17.29
GCF_013357665.1,GCF_013357745.1,Vibrio cholerae,Vibrio cholerae,0.01793,16,13,14.40
GCF_013357665.1,GCF_013357765.1,Vibrio cholerae,Vibrio cholerae,0.01826,17,16,15.42
GCF_013357665.1,GCF_013357785.1,Vibrio cholerae,Vibrio cholerae,0.01965,22,21,20.38
GCF_013357665.1,GCF_013357805.1,Vibrio cholerae,Vibrio cholerae,0.01966,21,20,19.45
GCF_013357665.1,GCF_013357825.1,Vibrio cholerae,Vibrio cholerae,0.01937,14,12,12.43
GCF_013357665.1,GCF_013357845.1,Vibrio cholerae,Vibrio cholerae,0.01974,17,15,15.42
GCF_013357665.1,GCF_013357865.1,Vibrio cholerae,Vibrio cholerae,0.01917,15,13,13.29
GCF_013357665.1,GCF_013357885.1,Vibrio cholerae,Vibrio cholerae,0.01723,18,17,16.26
GCF_013357665.1,GCF_013462495.1,Vibrio cholerae,Vibrio cholerae,0.01842,23,22,21.19
GCF_013357665.1,GCF_014211935.1,Vibrio cholerae,Vibrio vulnificus,0.21859,12,7,10.26
GCF_013357665.1,GCF_015168795.1,Vibrio cholerae,Vibrio cholerae,0.01710,15,11,13.29
GCF_013357665.1,GCF_015482825.1,Vibrio cholerae,Vibrio cholerae C6706,0.01744,23,22,21.19
GCF_013357665.1,GCF_015767675.1,Vibrio cholerae,Vibrio navarrensis,0.20034,15,14,13.29
GCF_013357665.1,GCF_017948285.1,Vibrio cholerae,Vibrio cholerae,0.01742,23,22,21.19
GCF_013357665.1,GCF_017948345.1,Vibrio cholerae,Vibrio cholerae MO10,0.01756,23,22,21.19
GCF_013357665.1,GCF_018336415.1,Vibrio cholerae,Vibrio cholerae O37,0.01716,18,17,16.26
GCF_013357665.1,GCF_019458445.1,Vibrio cholerae,Vibrio cholerae,0.01723,23,22,21.19
GCF_013357665.1,GCF_019458465.1,Vibrio cholerae,Vibrio cholerae,0.01938,11,10,9.41
GCF_013357665.1,GCF_019704235.1,Vibrio cholerae,Vibrio cholerae,0.01759,22,21,20.38
GCF_013357665.1,GCF_019704255.1,Vibrio cholerae,Vibrio cholerae,0.01748,23,21,21.19
GCF_013357665.1,GCF_021431865.1,Vibrio cholerae,Vibrio cholerae,0.01756,23,22,21.19
GCF_013357665.1,GCF_021431945.1,Vibrio cholerae,Vibrio cholerae,0.01940,22,21,20.38
GCF_013357665.1,GCF_021730085.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23644,10,6,8.35
GCF_013357665.1,GCF_023169825.1,Vibrio cholerae,Vibrio cholerae,0.01872,10,9,8.35
GCF_013357665.1,GCF_024734685.1,Vibrio cholerae,Vibrio cholerae,0.01758,23,22,21.19
GCF_013357665.1,GCF_025258925.1,Vibrio cholerae,Vibrio cholerae,0.01933,15,13,13.29
GCF_013357665.1,GCF_025258945.1,Vibrio cholerae,Vibrio cholerae,0.01933,15,13,13.29
GCF_013357665.1,GCF_025397955.1,Vibrio cholerae,Vibrio sp. J502,0.21416,10,8,8.35
GCF_013357665.1,GCF_026000435.1,Vibrio cholerae,Vibrio sp. STUT-A11,0.24070,11,8,9.41
GCF_013357665.1,GCF_026013235.1,Vibrio cholerae,Vibrio cholerae,0.01713,13,12,11.43
GCF_013357665.1,GCF_030062725.1,Vibrio cholerae,Vibrio cholerae,0.01702,23,20,21.19
GCF_013357665.1,GCF_030718725.1,Vibrio cholerae,Vibrio cholerae,0.01761,23,22,21.19
GCF_013357665.1,GCF_030718745.1,Vibrio cholerae,Vibrio cholerae,0.01761,23,22,21.19
GCF_013357665.1,GCF_030718765.1,Vibrio cholerae,Vibrio cholerae,0.01764,23,22,21.19
GCF_013357665.1,GCF_030718785.1,Vibrio cholerae,Vibrio cholerae,0.03526,18,16,16.26
GCF_013357665.1,GCF_032027525.2,Vibrio cholerae,Vibrio cholerae,0.01761,18,16,16.26
GCF_013357665.1,GCF_032841475.3,Vibrio cholerae,Vibrio cholerae,0.01720,19,18,17.29
GCF_013357665.1,GCF_032841535.3,Vibrio cholerae,Vibrio cholerae,0.01941,14,13,12.43
GCF_013357665.1,GCF_034008165.1,Vibrio cholerae,Vibrio cholerae,0.01826,23,22,21.19
GCF_013357665.1,GCF_034008175.1,Vibrio cholerae,Vibrio cholerae,0.01751,23,22,21.19
GCF_013357665.1,GCF_034428235.1,Vibrio cholerae,Vibrio alfacsensis,0.23644,11,10,9.41
GCF_013357665.1,GCF_034480305.1,Vibrio cholerae,Vibrio alginolyticus,0.23782,10,9,8.35
GCF_013357665.1,GCF_037101305.1,Vibrio cholerae,Vibrio cholerae,0.01973,18,15,16.26
GCF_013357665.1,GCF_039602145.1,Vibrio cholerae,Vibrio cholerae,0.01879,14,12,12.43
GCF_013357665.1,GCF_040412195.1,Vibrio cholerae,Vibrio cholerae,0.01791,21,17,19.45
GCF_013357665.1,GCF_040556435.1,Vibrio cholerae,Vibrio cholerae,0.01687,15,13,13.29
GCF_013357665.1,GCF_040735825.1,Vibrio cholerae,Vibrio cholerae,0.01569,23,16,21.19
GCF_013357665.1,GCF_040805305.1,Vibrio cholerae,Vibrio cholerae,0.01946,10,7,8.35
GCF_013357665.1,GCF_040969975.1,Vibrio cholerae,Vibrio diabolicus,0.23782,10,9,8.35
GCF_013357665.1,GCF_041734175.1,Vibrio cholerae,Vibrio anguillarum,0.21767,16,15,14.40
GCF_013357665.1,GCF_041834225.2,Vibrio cholerae,Vibrio cholerae,0.01752,23,22,21.19
GCF_013357665.1,GCF_042604665.1,Vibrio cholerae,Vibrio cholerae,0.01824,23,22,21.19
GCF_013357665.1,GCF_043754845.1,Vibrio cholerae,Vibrio cholerae,0.01721,18,15,16.26
GCF_013357665.1,GCF_043755855.1,Vibrio cholerae,Vibrio cholerae,0.01728,23,22,21.19
GCF_013357665.1,GCF_043756065.1,Vibrio cholerae,Vibrio cholerae,0.01706,23,22,21.19
GCF_013357665.1,GCF_043756335.1,Vibrio cholerae,Vibrio cholerae,0.01728,23,22,21.19
GCF_013357665.1,GCF_043757505.1,Vibrio cholerae,Vibrio cholerae,0.01727,23,22,21.19
GCF_013357665.1,GCF_043757815.1,Vibrio cholerae,Vibrio cholerae,0.01707,21,18,19.45
GCF_013357665.1,GCF_043758405.1,Vibrio cholerae,Vibrio cholerae,0.01720,23,22,21.19
GCF_013357665.1,GCF_043759795.1,Vibrio cholerae,Vibrio cholerae,0.01727,23,22,21.19
GCF_013357665.1,GCF_043760105.1,Vibrio cholerae,Vibrio cholerae,0.01732,18,15,16.26
GCF_013357665.1,GCF_043760675.1,Vibrio cholerae,Vibrio cholerae,0.01734,20,17,18.30
GCF_013357665.1,GCF_043762865.1,Vibrio cholerae,Vibrio cholerae,0.01734,18,15,16.26
GCF_013357665.1,GCF_043763295.1,Vibrio cholerae,Vibrio cholerae,0.01733,20,17,18.30
GCF_013357665.1,GCF_043763905.1,Vibrio cholerae,Vibrio cholerae,0.01727,13,10,11.43
GCF_013357665.1,GCF_043765735.1,Vibrio cholerae,Vibrio cholerae,0.01732,20,17,18.30
GCF_013357665.1,GCF_043766185.1,Vibrio cholerae,Vibrio cholerae,0.01706,23,22,21.19
GCF_013357665.1,GCF_043766955.1,Vibrio cholerae,Vibrio cholerae,0.01735,20,17,18.30
GCF_013357665.1,GCF_043769025.1,Vibrio cholerae,Vibrio cholerae,0.01697,23,22,21.19
GCF_013357665.1,GCF_044343075.1,Vibrio cholerae,Vibrio cholerae,0.01718,23,22,21.19
GCF_013357665.1,GCF_044343085.1,Vibrio cholerae,Vibrio cholerae,0.01715,23,22,21.19
GCF_013357665.1,GCF_044343165.1,Vibrio cholerae,Vibrio cholerae,0.01758,23,22,21.19
GCF_013357665.1,GCF_044905045.1,Vibrio cholerae,Vibrio cholerae,0.01829,23,22,21.19
GCF_013357665.1,GCF_044905055.1,Vibrio cholerae,Vibrio cholerae,0.01817,23,22,21.19
GCF_013357665.1,GCF_045689275.1,Vibrio cholerae,Vibrio cholerae,0.01822,18,17,16.26
GCF_013357665.1,GCF_045689325.1,Vibrio cholerae,Vibrio cholerae V52,0.01717,20,19,18.30
GCF_013357665.1,GCF_046097525.1,Vibrio cholerae,Vibrio cholerae,0.01955,15,14,13.29
GCF_013357665.1,GCF_046581405.1,Vibrio cholerae,Vibrio vulnificus,0.22348,12,11,10.26
GCF_013357665.1,GCF_046736365.1,Vibrio cholerae,Vibrio cholerae C6706,0.01742,23,22,21.19
GCF_013357665.1,GCF_046850195.1,Vibrio cholerae,Vibrio aestuarianus subsp. francensis,0.22894,11,8,9.41
GCF_013357665.1,GCF_047221425.1,Vibrio cholerae,Vibrio cholerae,0.01825,13,12,11.43
GCF_013357665.1,GCF_047524955.2,Vibrio cholerae,Vibrio cholerae,0.01826,23,22,21.19
GCF_013357665.1,GCF_049315005.1,Vibrio cholerae,Vibrio anguillarum,0.21677,10,9,8.35
GCF_013357665.1,GCF_050500225.1,Vibrio cholerae,Vibrio cholerae,0.01761,23,22,21.19
GCF_013357665.1,GCF_051046905.1,Vibrio cholerae,Vibrio cholerae,0.01876,20,17,18.30
GCF_013357665.1,GCF_051352415.1,Vibrio cholerae,Vibrio cidicii,0.19729,10,7,8.35
GCF_013357665.1,GCF_051903285.1,Vibrio cholerae,Vibrio cholerae,0.01782,17,16,15.42
GCF_013357665.1,GCF_051903295.1,Vibrio cholerae,Vibrio cholerae,0.01781,16,15,14.40
GCF_013357665.1,GCF_052271875.1,Vibrio cholerae,Vibrio cholerae,0.01784,18,17,16.26
GCF_013357665.1,GCF_052545415.1,Vibrio cholerae,Vibrio cholerae,0.01689,21,19,19.45
GCF_013357665.1,GCF_052956585.1,Vibrio cholerae,Vibrio cholerae,0.01771,21,20,19.45
GCF_013357665.1,GCF_053202865.1,Vibrio cholerae,Vibrio cholerae,0.02019,18,16,16.26
GCF_013357665.1,GCF_053220475.1,Vibrio cholerae,Vibrio cholerae,0.01671,19,18,17.29
GCF_013357665.1,GCF_053220495.1,Vibrio cholerae,Vibrio cholerae,0.01816,23,21,21.19
GCF_013357665.1,GCF_053220515.1,Vibrio cholerae,Vibrio cholerae,0.01697,22,20,20.38
GCF_013357665.1,GCF_053220535.1,Vibrio cholerae,Vibrio cholerae,0.01816,17,14,15.42
GCF_013357665.1,GCF_053220555.1,Vibrio cholerae,Vibrio cholerae,0.01969,23,22,21.19
GCF_013357665.1,GCF_053220575.1,Vibrio cholerae,Vibrio cholerae,0.01969,23,22,21.19
GCF_013357665.1,GCF_053220585.1,Vibrio cholerae,Vibrio cholerae,0.01716,14,13,12.43
GCF_013357665.1,GCF_053220615.1,Vibrio cholerae,Vibrio cholerae,0.01800,16,15,14.40
GCF_013357665.1,GCF_053220635.1,Vibrio cholerae,Vibrio cholerae,0.01741,26,25,24.22
GCF_013357665.1,GCF_053220655.1,Vibrio cholerae,Vibrio cholerae,0.01778,22,20,20.38
GCF_013357665.1,GCF_053220675.1,Vibrio cholerae,Vibrio cholerae,0.01733,26,25,24.22
GCF_013357665.1,GCF_053220695.1,Vibrio cholerae,Vibrio cholerae,0.01725,15,14,13.29
GCF_013357665.1,GCF_053220715.1,Vibrio cholerae,Vibrio cholerae,0.01749,22,20,20.38
GCF_013357665.1,GCF_054111865.1,Vibrio cholerae,Vibrio diabolicus,0.23782,10,9,8.35
GCF_013357665.1,GCF_054906185.1,Vibrio cholerae,Vibrio cholerae,0.01729,15,14,13.29
GCF_013357665.1,GCF_055389885.1,Vibrio cholerae,Vibrio cholerae,0.01807,11,9,9.41
GCF_013357665.1,GCF_055797365.1,Vibrio cholerae,Vibrio cholerae,0.01934,20,18,18.30
GCF_013357665.1,GCF_056770475.1,Vibrio cholerae,Vibrio cholerae,0.01827,23,22,21.19
GCF_013357665.1,GCF_056770485.1,Vibrio cholerae,Vibrio cholerae,0.01758,23,22,21.19
GCF_013357665.1,GCF_056770535.1,Vibrio cholerae,Vibrio cholerae,0.01857,23,22,21.19
GCF_013357665.1,GCF_056770545.1,Vibrio cholerae,Vibrio cholerae,0.01757,23,22,21.19
GCF_013357665.1,GCF_056770575.1,Vibrio cholerae,Vibrio cholerae,0.01758,23,22,21.19
GCF_013357665.1,GCF_058215515.1,Vibrio cholerae,Vibrio cholerae,0.01800,21,19,19.45
GCF_013357665.1,GCF_900185995.1,Vibrio cholerae,Vibrio cholerae,0.01833,14,11,12.43
GCF_013357665.1,GCF_900205735.1,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor str. N16961,0.01707,23,22,21.19
GCF_013357665.1,GCF_900324425.1,Vibrio cholerae,Vibrio cholerae,0.01758,23,22,21.19
GCF_013357665.1,GCF_900324435.1,Vibrio cholerae,Vibrio cholerae,0.03473,10,9,8.35
GCF_013357665.1,GCF_900324445.1,Vibrio cholerae,Vibrio cholerae,0.01758,23,22,21.19
GCF_013357665.1,GCF_900324455.1,Vibrio cholerae,Vibrio cholerae,0.01758,23,22,21.19
GCF_013357665.1,GCF_900538065.1,Vibrio cholerae,Vibrio paracholerae,0.03636,18,15,16.26
GCF_013357665.1,GCF_937000105.1,Vibrio cholerae,Vibrio cholerae,0.01827,23,22,21.19
GCF_013357665.1,GCF_937000115.1,Vibrio cholerae,Vibrio cholerae,0.01850,10,9,8.35
GCF_013357685.1,GCF_013357725.1,Vibrio cholerae,Vibrio cholerae,0.01460,33,30,31.39
GCF_013357685.1,GCF_013357745.1,Vibrio cholerae,Vibrio cholerae,0.01580,23,21,21.19
GCF_013357685.1,GCF_013357765.1,Vibrio cholerae,Vibrio cholerae,0.01576,17,16,15.42
GCF_013357685.1,GCF_013357785.1,Vibrio cholerae,Vibrio cholerae,0.01705,15,14,13.29
GCF_013357685.1,GCF_013357805.1,Vibrio cholerae,Vibrio cholerae,0.01707,16,15,14.40
GCF_013357685.1,GCF_013357825.1,Vibrio cholerae,Vibrio cholerae,0.01690,16,15,14.40
GCF_013357685.1,GCF_013357845.1,Vibrio cholerae,Vibrio cholerae,0.01735,17,16,15.42
GCF_013357685.1,GCF_013357865.1,Vibrio cholerae,Vibrio cholerae,0.01674,20,19,18.30
GCF_013357685.1,GCF_013357885.1,Vibrio cholerae,Vibrio cholerae,0.02025,19,16,17.29
GCF_013357685.1,GCF_013462495.1,Vibrio cholerae,Vibrio cholerae,0.02026,15,14,13.29
GCF_013357685.1,GCF_014211935.1,Vibrio cholerae,Vibrio vulnificus,0.21090,14,12,12.43
GCF_013357685.1,GCF_014788305.1,Vibrio cholerae,Vibrio navarrensis,0.20162,10,8,8.35
GCF_013357685.1,GCF_015168795.1,Vibrio cholerae,Vibrio cholerae,0.02035,16,15,14.40
GCF_013357685.1,GCF_015482825.1,Vibrio cholerae,Vibrio cholerae C6706,0.01945,14,7,12.43
GCF_013357685.1,GCF_015767675.1,Vibrio cholerae,Vibrio navarrensis,0.20162,15,14,13.29
GCF_013357685.1,GCF_017948285.1,Vibrio cholerae,Vibrio cholerae,0.01943,14,7,12.43
GCF_013357685.1,GCF_017948345.1,Vibrio cholerae,Vibrio cholerae MO10,0.01947,15,14,13.29
GCF_013357685.1,GCF_018336415.1,Vibrio cholerae,Vibrio cholerae O37,0.01895,11,5,9.41
GCF_013357685.1,GCF_019458445.1,Vibrio cholerae,Vibrio cholerae,0.01927,16,15,14.40
GCF_013357685.1,GCF_019458465.1,Vibrio cholerae,Vibrio cholerae,0.02088,12,11,10.26
GCF_013357685.1,GCF_019670025.1,Vibrio cholerae,Vibrio alfacsensis,0.24070,11,10,9.41
GCF_013357685.1,GCF_019704235.1,Vibrio cholerae,Vibrio cholerae,0.01958,16,15,14.40
GCF_013357685.1,GCF_019704255.1,Vibrio cholerae,Vibrio cholerae,0.01949,17,14,15.42
GCF_013357685.1,GCF_021431865.1,Vibrio cholerae,Vibrio cholerae,0.01959,16,15,14.40
GCF_013357685.1,GCF_021431945.1,Vibrio cholerae,Vibrio cholerae,0.02071,24,23,22.24
GCF_013357685.1,GCF_023169825.1,Vibrio cholerae,Vibrio cholerae,0.02080,10,9,8.35
GCF_013357685.1,GCF_024734685.1,Vibrio cholerae,Vibrio cholerae,0.01958,16,15,14.40
GCF_013357685.1,GCF_025258925.1,Vibrio cholerae,Vibrio cholerae,0.01221,34,33,32.19
