family,n_genomes,n_species,n_proteins
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_102,1,1,1
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_119,16,9,18
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_122,1,1,1
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_123,1,1,1
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_128,1,1,1
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_130,1,1,1
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_135,1,1,1
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_136,1,1,1
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_140,3,3,3
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_141,5,5,5
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_142,158,42,176
GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_143,5,3,5
GCF_002906475.1|NZ_CP026321.1|NZ_CP026321.1_1191,4,4,4
GCF_002906475.1|NZ_CP026321.1|NZ_CP026321.1_1196,9,5,9
GCF_002906475.1|NZ_CP026321.1|NZ_CP026321.1_1199,1,1,1
GCF_002906475.1|NZ_CP026321.1|NZ_CP026321.1_1204,1,1,1
GCF_002906475.1|NZ_CP026321.1|NZ_CP026321.1_1205,1,1,1
GCF_002906475.1|NZ_CP026321.1|NZ_CP026321.1_1207,2,2,2
GCF_002906475.1|NZ_CP026321.1|NZ_CP026321.1_1217,1,1,1
GCF_002906475.1|NZ_CP026321.1|NZ_CP026321.1_1218,1,1,1
GCF_002906475.1|NZ_CP026321.1|NZ_CP026321.1_1220,5,3,5
GCF_002906475.1|NZ_CP026321.1|NZ_CP026321.1_1237,3,3,3
GCF_002906475.1|NZ_CP026321.1|NZ_CP026321.1_1247,10,4,10
GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_42,1,1,1
GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_48,11,7,14
GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_54,1,1,1
GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_55,4,4,4
GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_65,6,3,6
GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_173,1,1,1
GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_181,1,1,1
GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_182,3,3,3
GCF_002906655.1|NZ_CP025794.1|NZ_CP025794.1_185,1,1,1
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1525,4,2,4
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1529,5,3,5
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1538,7,3,7
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1539,5,3,5
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1545,5,3,5
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1546,4,2,4
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1560,3,1,4
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1561,9,4,10
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1563,24,7,27
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1564,9,5,9
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1568,1,1,1
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1569,1,1,1
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1577,6,3,6
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1581,4,2,4
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1582,4,2,4
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1585,6,3,6
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1588,5,4,5
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1599,5,3,6
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1605,1,1,1
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1606,1,1,1
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1609,9,5,12
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1611,3,3,3
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1612,3,3,3
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1613,3,3,3
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1615,2,2,2
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1619,4,3,4
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1622,1,1,1
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1623,1,1,1
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1635,1,1,1
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1636,12,7,12
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1638,2,2,2
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1641,200,27,289
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1644,12,2,12
GCF_002953335.1|NZ_CP014094.1|NZ_CP014094.1_1649,1,1,1
GCF_002953515.1|NZ_CP014053.1|NZ_CP014053.1_775,41,6,44
GCF_002953515.1|NZ_CP014053.1|NZ_CP014053.1_788,4,2,4
GCF_002953515.1|NZ_CP014053.1|NZ_CP014053.1_795,1,1,1
GCF_002953515.1|NZ_CP014053.1|NZ_CP014053.1_799,4,1,4
GCF_002953515.1|NZ_CP014053.1|NZ_CP014053.1_1526,3,1,4
GCF_002953515.1|NZ_CP014053.1|NZ_CP014053.1_1530,10,5,13
GCF_002953515.1|NZ_CP014053.1|NZ_CP014053.1_1555,1,1,1
GCF_002953535.1|NZ_CP014040.1|NZ_CP014040.1_1516,1,1,1
GCF_002953535.1|NZ_CP014040.1|NZ_CP014040.1_1547,16,7,16
GCF_002953535.1|NZ_CP014040.1|NZ_CP014040.1_1548,5,2,5
GCF_002953535.1|NZ_CP014040.1|NZ_CP014040.1_1549,5,2,5
GCF_002953535.1|NZ_CP014040.1|NZ_CP014040.1_1555,6,3,6
GCF_002953535.1|NZ_CP014040.1|NZ_CP014040.1_1556,4,2,4
GCF_002953535.1|NZ_CP014040.1|NZ_CP014040.1_1693,99,15,99
GCF_002953535.1|NZ_CP014040.1|NZ_CP014040.1_1703,1,1,1
GCF_002953535.1|NZ_CP014040.1|NZ_CP014040.1_1708,1,1,1
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_644,2,2,2
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_645,2,2,2
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_646,1,1,1
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_649,5,3,5
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_651,1,1,1
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_657,5,4,7
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_658,1,1,1
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_673,1,1,1
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_674,1,1,1
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_681,1,1,1
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_698,8,3,8
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_704,1,1,1
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_711,1,1,1
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_716,18,11,19
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_719,1,1,1
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_720,10,4,12
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_728,7,6,7
GCF_003047125.1|NZ_CP017635.1|NZ_CP017635.1_738,6,4,7
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_366,6,2,6
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_375,3,1,3
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_379,3,1,3
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_380,3,1,3
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_383,3,2,3
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_384,4,3,4
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_388,6,2,6
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_391,11,3,11
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_394,4,2,4
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_414,6,1,6
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_420,4,2,4
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_423,6,3,6
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_424,135,20,150
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_430,5,1,5
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_458,3,1,3
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_459,3,1,3
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1144,7,1,7
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1147,7,1,7
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1151,10,2,10
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1153,9,1,9
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1154,8,2,8
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1158,8,2,8
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1159,10,3,10
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1160,11,4,11
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1163,6,1,6
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1165,6,1,6
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1166,10,4,10
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1168,12,1,12
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1171,17,6,18
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1172,12,4,19
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1175,10,1,12
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1178,8,2,8
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1179,8,2,8
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1180,7,1,7
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1182,8,2,8
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1183,10,3,10
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1199,5,1,5
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1200,7,1,7
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1201,14,6,14
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1202,7,1,7
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1208,10,2,10
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1209,8,1,8
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1216,8,2,8
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1231,8,1,8
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1234,1,1,1
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1238,7,1,7
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1239,7,1,7
GCF_003312585.1|NZ_CP030789.1|NZ_CP030789.1_1557,6,4,6
GCF_003312585.1|NZ_CP030790.1|NZ_CP030790.1_12,6,1,8
GCF_003312585.1|NZ_CP030790.1|NZ_CP030790.1_21,1,1,1
GCF_003312585.1|NZ_CP030790.1|NZ_CP030790.1_22,1,1,1
GCF_003312585.1|NZ_CP030790.1|NZ_CP030790.1_23,1,1,1
GCF_003312585.1|NZ_CP030790.1|NZ_CP030790.1_24,3,2,3
GCF_003312585.1|NZ_CP030790.1|NZ_CP030790.1_25,1,1,1
GCF_003312585.1|NZ_CP030790.1|NZ_CP030790.1_71,2,1,3
GCF_003312585.1|NZ_CP030790.1|NZ_CP030790.1_75,21,8,24
GCF_003345295.1|NZ_CP031055.1|NZ_CP031055.1_1230,1,1,1
GCF_003345295.1|NZ_CP031056.1|NZ_CP031056.1_1235,2,2,2
GCF_003345295.1|NZ_CP031056.1|NZ_CP031056.1_1236,1,1,1
GCF_003345295.1|NZ_CP031056.1|NZ_CP031056.1_1239,1,1,1
GCF_003345295.1|NZ_CP031056.1|NZ_CP031056.1_1240,1,1,1
GCF_003345295.1|NZ_CP031056.1|NZ_CP031056.1_1643,1,1,1
GCF_003345295.1|NZ_CP031056.1|NZ_CP031056.1_1644,1,1,1
GCF_003391375.1|NZ_CP031472.1|NZ_CP031472.1_461,4,3,4
GCF_003391375.1|NZ_CP031472.1|NZ_CP031472.1_469,1,1,1
GCF_003391375.1|NZ_CP031472.1|NZ_CP031472.1_475,2,2,2
GCF_003391375.1|NZ_CP031472.1|NZ_CP031472.1_477,6,6,6
GCF_003391375.1|NZ_CP031472.1|NZ_CP031472.1_478,5,3,5
GCF_003391375.1|NZ_CP031472.1|NZ_CP031472.1_481,6,5,6
GCF_003391375.1|NZ_CP031472.1|NZ_CP031472.1_485,1,1,1
GCF_003391375.1|NZ_CP031472.1|NZ_CP031472.1_487,1,1,1
GCF_003391375.1|NZ_CP031472.1|NZ_CP031472.1_491,2,1,2
GCF_003522555.1|NZ_CP019290.1|NZ_CP019290.1_1352,1,1,1
GCF_003522555.1|NZ_CP019290.1|NZ_CP019290.1_1354,1,1,1
GCF_003522555.1|NZ_CP019290.1|NZ_CP019290.1_1375,3,3,3
GCF_003522555.1|NZ_CP019290.1|NZ_CP019290.1_1383,1,1,1
GCF_003522555.1|NZ_CP019290.1|NZ_CP019290.1_1393,2,2,2
GCF_003574155.1|NZ_AP018677.1|NZ_AP018677.1_1373,145,28,153
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_890,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_895,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_896,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_907,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_914,7,5,7
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_916,2,2,2
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_924,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_931,2,1,2
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_937,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_938,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_946,17,8,19
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_949,4,1,4
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_956,12,3,12
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_959,2,2,2
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_960,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_961,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_962,7,5,7
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_964,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_965,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_972,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_973,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_975,2,2,2
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_976,1,1,1
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_977,1,1,1
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1773,1,1,1
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1785,28,7,28
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1788,1,1,1
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1794,3,2,3
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1796,1,1,1
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1810,1,1,1
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1811,2,1,2
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1812,2,2,2
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1814,1,1,1
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1816,2,1,2
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1824,1,1,1
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1828,2,2,2
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1832,1,1,1
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1835,10,5,10
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1838,1,1,1
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1842,2,2,2
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1847,1,1,1
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1848,3,2,3
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1849,1,1,1
GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1858,3,3,3
GCF_003691485.1|NZ_CP033134.1|NZ_CP033134.1_1757,12,3,12
GCF_003691485.1|NZ_CP033134.1|NZ_CP033134.1_1758,1,1,1
GCF_003691485.1|NZ_CP033134.1|NZ_CP033134.1_1760,1,1,1
GCF_003691485.1|NZ_CP033134.1|NZ_CP033134.1_1770,1,1,1
GCF_003691485.1|NZ_CP033134.1|NZ_CP033134.1_1783,1,1,1
GCF_003691485.1|NZ_CP033134.1|NZ_CP033134.1_1795,1,1,1
GCF_003691485.1|NZ_CP033134.1|NZ_CP033134.1_1806,6,4,6
GCF_003691485.1|NZ_CP033134.1|NZ_CP033134.1_1810,1,1,1
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1203,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1204,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1205,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1211,8,6,8
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1217,4,1,4
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1218,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1220,5,2,5
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1221,36,12,45
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1222,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1228,15,4,16
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1230,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1231,8,2,11
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1233,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1235,7,2,7
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1238,9,7,9
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1239,4,2,4
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1245,4,1,4
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1246,5,1,5
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1253,7,5,7
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1259,5,3,5
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1261,5,3,7
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1265,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1267,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1270,5,3,5
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1272,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1277,5,3,5
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1282,10,1,10
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1289,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1290,11,2,12
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1294,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1295,9,2,9
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1297,3,1,3
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1298,4,3,4
GCF_003691525.1|NZ_CP033141.1|NZ_CP033141.1_1301,3,1,3
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1596,3,3,3
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1599,9,5,9
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1600,1,1,1
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1620,1,1,1
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1623,2,2,2
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1627,1,1,1
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1630,4,2,6
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1631,5,3,5
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1638,4,2,4
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1642,3,2,3
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1649,10,2,10
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1650,10,2,10
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1656,11,4,11
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1658,5,5,5
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1662,5,2,5
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1665,14,5,16
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1666,1,1,1
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1667,8,4,8
GCF_004194515.1|NZ_CP034565.1|NZ_CP034565.1_1668,8,4,8
GCF_004194515.1|NZ_CP034567.1|NZ_CP034567.1_59,1,1,1
GCF_004194515.1|NZ_CP034567.1|NZ_CP034567.1_60,1,1,1
GCF_004328575.1|NZ_CP036500.1|NZ_CP036500.1_316,1,1,1
GCF_004328575.1|NZ_CP036500.1|NZ_CP036500.1_347,150,24,168
GCF_004328575.1|NZ_CP036500.1|NZ_CP036500.1_358,5,1,7
GCF_004328575.1|NZ_CP036500.1|NZ_CP036500.1_375,4,1,4
GCF_004328575.1|NZ_CP036500.1|NZ_CP036500.1_377,173,27,242
GCF_004916735.1|NZ_CP039516.1|NZ_CP039516.1_1028,1,1,1
GCF_004916735.1|NZ_CP039516.1|NZ_CP039516.1_1029,1,1,1
GCF_004916735.1|NZ_CP039516.1|NZ_CP039516.1_1031,1,1,1
GCF_004916735.1|NZ_CP039516.1|NZ_CP039516.1_2258,1,1,1
GCF_005144905.1|NZ_CP039700.1|NZ_CP039700.1_1912,3,2,3
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1405,8,5,8
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1406,19,6,20
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1408,1,1,1
GCF_006517795.1|NZ_CP041202.1|NZ_CP041202.1_1416,14,3,15
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1618,1,1,1
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1625,2,2,2
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1627,14,3,15
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1628,9,9,9
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1647,1,1,1
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1649,1,1,1
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1650,1,1,1
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1657,2,2,2
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1662,1,1,1
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1667,1,1,1
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1672,1,1,1
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1676,4,3,4
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1678,1,1,1
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1679,1,1,1
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1682,1,1,1
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1685,4,3,4
GCF_007182835.1|NZ_AP019798.1|NZ_AP019798.1_1688,15,9,19
GCF_008369605.1|NZ_CP043556.1|NZ_CP043556.1_911,3,1,3
GCF_008369605.1|NZ_CP043556.1|NZ_CP043556.1_915,1,1,1
GCF_008369605.1|NZ_CP043556.1|NZ_CP043556.1_921,9,1,11
GCF_008369605.1|NZ_CP043556.1|NZ_CP043556.1_947,1,1,1
GCF_008369605.1|NZ_CP043556.1|NZ_CP043556.1_952,1,1,1
GCF_008369605.1|NZ_CP043556.1|NZ_CP043556.1_955,6,3,6
GCF_008369605.1|NZ_CP043556.1|NZ_CP043556.1_962,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_503,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_505,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_506,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_507,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_510,2,2,3
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_511,2,2,3
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_512,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_518,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_526,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_530,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_535,1,1,1
GCF_008693625.1|NZ_CP044062.1|NZ_CP044062.1_538,1,1,1
GCF_008693685.1|NZ_CP044069.1|NZ_CP044069.1_1608,2,2,2
GCF_008693685.1|NZ_CP044069.1|NZ_CP044069.1_1622,2,2,2
GCF_008693685.1|NZ_CP044069.1|NZ_CP044069.1_1638,2,2,2
GCF_008693685.1|NZ_CP044069.1|NZ_CP044069.1_1641,2,2,2
GCF_008693685.1|NZ_CP044069.1|NZ_CP044069.1_1646,2,2,2
GCF_008693685.1|NZ_CP044069.1|NZ_CP044069.1_1663,2,2,2
GCF_008693685.1|NZ_CP044069.1|NZ_CP044069.1_1685,2,2,2
GCF_009184745.1|NZ_CP045070.1|NZ_CP045070.1_1036,1,1,1
GCF_009184745.1|NZ_CP045070.1|NZ_CP045070.1_1037,1,1,1
